"Word","Length","SUBTLWF","Ortho_N","Concreteness_Rating","Semantic_Neighbors","Semantic_Diversity","Age_Of_Acquisition","Pron","NSyll","I_NMG_Mean_RT","I_NMG_Zscore","I_NMG_Mean_Accuracy"
"scoffed","7","0.220","2","#","0","1.661","12.477","sk""Oft","1","770.920","0.123","0.962"
"scold","5","1.310","2","3.070","0","1.270","8.530","sk""old","1","710.143","-0.100","1.000"
"scone","5","0.490","5","4.850","0","1.016","10.260","sk""on","1","737.333","-0.012","0.889"
"scoop","5","5.670","5","4.150","0","1.778","5.140","sk""up","1","702.958","-0.262","0.960"
"scooped","7","0.880","4","3.390","0","1.663","5.140","sk""upt","1","727.462","0.005","1.000"
"scoot","5","2.980","5","2.890","0","#","6.000","sk""ut","1","771.480","0.046","1.000"
"scope","5","5.610","4","3.740","4,584","1.979","9.830","sk""op","1","640.679","-0.322","1.000"
"scoped","6","0.250","3","#","0","#","9.830","sk""opt","1","758.519","0.174","1.000"
"scopes","6","0.490","5","#","0","#","9.830","sk""ops","1","681.962","-0.223","1.000"
"scorch","6","0.470","1","4.080","0","1.522","9.580","sk""OrtS","1","676.600","-0.155","0.962"
"scorched","8","0.750","3","3.930","0","1.578","9.580","sk""OrtSt","1","800.769","0.172","0.963"
"score","5","30.430","9","3.380","6,169","1.559","5.830","sk""Or","1","671.571","-0.183","1.000"
"scored","6","5.750","7","3.170","2,695","1.245","5.830","sk""Ord","1","689.786","-0.220","1.000"
"scores","6","8.270","10","#","5,246","1.754","5.830","sk""Orz","1","739.692","-0.010","1.000"
"scorn","5","1.160","4","2.590","0","1.776","10.320","sk""Orn","1","706.571","-0.115","1.000"
"scorned","7","0.690","0","2.250","0","1.813","10.320","sk""Ornd","1","757.593","0.003","1.000"
"Scot","4","0.310","10","#","0","1.370","9.360","sk""At","1","668.500","-0.212","1.000"
"Scotch","6","14.750","1","4.550","0","1.376","11.830","sk""AtS","1","671.222","-0.203","1.000"
"Scots","5","0.550","10","#","1,701","1.285","#","sk""Ats","1","734.926","-0.004","0.964"
"Scott","5","35.710","3","#","7,582","#","#","sk""At","1","633.577","-0.407","0.963"
"Scott's","7","#","1","#","#","#","#","sk""Ats","1","664.643","-0.216","1.000"
"scour","5","0.610","1","3.420","0","1.794","10.940","sk""aUr","1","810.208","0.287","0.857"
"scoured","7","0.350","2","3.080","0","1.699","10.940","sk""aUrd","1","789.261","0.183","0.852"
"scourge","7","1.310","0","2.310","0","1.902","14.060","sk""3`dZ","1","851.238","0.538","0.840"
"scours","6","0.040","1","#","0","#","10.940","sk""aUrz","1","753.037","0.301","0.931"
"scout","5","12.880","7","4.000","4,371","1.736","6.940","sk""aUt","1","627.111","-0.247","1.000"
"scouts","6","5.470","5","4.190","3,098","1.554","6.408","sk""aUts","1","691.643","-0.088","1.000"
"scout's","7","#","2","#","#","#","#","sk""aUts","1","674.607","-0.175","1.000"
"scowl","5","0.510","1","3.850","0","1.196","9.560","sk""aUl","1","692.679","-0.047","1.000"
"scowled","7","#","0","#","0","1.184","#","sk""aUld","1","757.292","0.212","0.923"
"scrag","5","0.040","2","#","0","#","#","skr""ag","1","785.261","0.289","0.920"
"scram","5","3.510","5","3.040","0","#","9.240","skr""am","1","736.429","-0.142","0.966"
"scrap","5","4.370","4","4.150","0","1.959","7.680","skr""ap","1","677.630","-0.245","0.964"
"scrape","6","4.120","1","4.150","0","1.723","6.210","skr""ep","1","723.400","-0.047","0.962"
"scraped","7","1.290","2","3.240","0","1.706","6.210","skr""ept","1","784.840","0.253","0.926"
"scrapes","7","0.920","2","#","0","1.722","6.210","skr""eps","1","674.423","-0.120","0.963"
"scrapped","8","0.530","1","2.790","122","1.787","7.680","skr""apt","1","716.731","-0.004","0.929"
"scraps","6","2.040","5","#","0","1.736","7.680","skr""aps","1","695.577","-0.107","0.929"
"scratch","7","18.840","0","4.160","853","1.990","5.610","skr""atS","1","690.407","-0.165","1.000"
"scratched","9","4.470","1","#","0","1.540","5.610","skr""atSt","1","821.370","0.364","0.964"
"scrawl","6","0.240","1","3.920","0","#","11.730","skr""Ol","1","697.259","-0.001","0.964"
"scrawled","8","0.160","1","#","0","1.551","11.730","skr""Old","1","719.680","0.077","0.926"
"scream","6","26.410","1","4.320","75","1.430","4.200","skr""im","1","691.583","-0.138","0.960"
"screamed","8","4.840","1","#","0","1.268","4.200","skr""imd","1","726.815","-0.033","1.000"
"screams","7","16.900","1","#","0","1.466","4.200","skr""imz","1","715.440","0.044","1.000"
"screech","7","6.240","0","3.770","0","1.439","8.170","skr""itS","1","704.077","-0.059","0.963"
"screeched","9","0.060","1","#","0","1.271","8.170","skr""itSt","1","743.640","0.133","0.926"
"screen","6","23.390","2","4.600","7,294","1.506","5.840","skr""in","1","700.833","0.133","1.000"
"screened","8","0.800","0","2.840","520","1.749","5.840","skr""ind","1","699.385","-0.100","1.000"
"screens","7","1.820","1","#","1,700","1.692","5.840","skr""inz","1","743.571","-0.014","0.913"
"screw","5","37.490","3","4.810","28","1.386","6.650","skr""u","1","700.143","0.009","0.966"
"screwed","7","29.780","1","2.570","0","1.492","6.650","skr""ud","1","759.208","0.156","1.000"
"screws","6","3.490","4","#","0","1.061","6.650","skr""uz","1","706.167","-0.149","1.000"
"scribe","6","0.250","0","4.040","0","1.386","10.100","skr""aIb","1","719.880","-0.001","0.926"
"scrimp","6","0.120","1","#","0","#","10.250","skr""Imp","1","750.385","0.166","0.929"
"script","6","19.610","1","4.720","5,961","1.274","9.790","skr""Ipt","1","668.667","-0.351","1.000"
"script's","8","#","0","#","#","#","#","skr""Ipts","1","722.231","0.219","0.963"
"scroll","6","2.270","1","4.110","0","1.362","9.890","skr""ol","1","728.444","-0.081","1.000"
"scrooge","7","3.860","0","2.810","0","1.465","#","skr""udZ","1","825.560","0.456","1.000"
"scrounge","8","0.880","0","3.080","0","#","10.350","skr""aUndZ","1","857.261","0.532","0.852"
"scrub","5","6.240","2","3.860","3","1.496","8.700","skr""Vb","1","678.607","-0.249","1.000"
"scrubbed","8","1.530","1","3.780","0","1.489","8.700","skr""Vbd","1","705.607","-0.020","1.000"
"scruff","6","0.240","0","3.150","0","1.655","10.320","skr""Vf","1","765.179","0.247","1.000"
"scrunch","7","0.220","0","3.310","0","#","6.670","skr""VntS","1","755.500","0.061","1.000"
"scud","4","0.610","5","#","0","0.799","#","sk""Vd","1","705.185","-0.055","1.000"
"scuff","5","0.450","4","3.680","0","#","8.560","sk""Vf","1","692.862","-0.156","1.000"
"scull","5","0.060","1","#","0","#","10.310","sk""Vl","1","701.304","-0.034","0.821"
"sculpt","6","0.370","0","3.570","0","#","9.000","sk""Vlpt","1","698.889","-0.020","0.964"
"scum","4","9.900","4","3.900","0","0.742","9.830","sk""Vm","1","658.800","-0.329","1.000"
"scythe","6","0.310","1","4.290","0","1.467","11.870","s""aID","1","766.857","0.158","0.350"
"sea","3","59.840","17","4.790","7,518","1.668","4.740","s""i","1","713.917","-0.243","1.000"
"seal","4","14.750","17","4.630","5,463","1.813","5.420","s""il","1","690.250","-0.107","0.960"
"sealed","6","9.750","9","3.380","2,748","1.906","5.420","s""ild","1","650.464","-0.348","1.000"
"seals","5","2.730","11","#","1,793","1.380","5.420","s""ilz","1","707.964","0.004","1.000"
"seam","4","0.650","13","4.500","0","1.309","7.600","s""im","1","705.636","-0.152","0.957"
"seams","5","1.330","11","#","0","1.447","7.600","s""imz","1","645.522","-0.422","1.000"
"Sean","4","#","18","#","4,471","#","#","S""On","1","708.889","-0.054","1.000"
"sear","4","0.220","22","3.590","0","#","11.780","s""Ir","1","749.111","-0.015","1.000"
"search","6","48.370","1","3.000","8,124","1.877","8.720","s""3`tS","1","591.480","-0.493","1.000"
"searched","8","7.960","3","#","262","1.726","8.720","s""3`tSt","1","706.522","-0.142","0.920"
"sears","5","2.650","21","#","17","1.518","#","s""Irz","1","678.036","-0.142","1.000"
"seas","4","4.370","15","#","1,571","1.402","4.740","s""iz","1","704.154","-0.115","1.000"
"sea's","5","#","5","#","#","#","#","s""iz","1","703.952","-0.078","1.000"
"seat","4","78.780","22","4.780","5,902","1.745","4.580","s""it","1","658.000","-0.288","1.000"
"seats","5","21.760","16","#","4,115","1.530","4.580","s""its","1","721.778","-0.247","1.000"
"sec","3","17.200","15","#","592","1.430","9.610","s""Ek","1","674.000","-0.287","1.000"
"sect","4","0.730","5","3.520","82","1.486","13.390","s""Ekt","1","682.370","-0.118","0.964"
"sects","5","0.250","2","#","1","1.146","13.390","s""Ekts","1","726.385","0.075","1.000"
"see","3","2,556.730","25","3.210","9,530","2.252","3.060","s""i","1","644.308","-0.301","1.000"
"seed","4","7.570","20","4.710","4,206","1.419","4.720","s""id","1","659.444","-0.175","1.000"
"seeds","5","4.470","16","#","2,605","1.409","4.720","s""idz","1","614.208","-0.319","1.000"
"seek","4","18.310","11","2.680","6,458","2.115","6.940","s""ik","1","616.167","-0.460","1.000"
"seeks","5","2.860","8","#","4,233","1.928","6.940","s""iks","1","651.357","-0.403","1.000"
"seem","4","139.820","10","1.750","6,585","2.096","6.740","s""im","1","702.320","-0.109","1.000"
"seemed","6","54.250","5","#","6,495","1.799","6.740","s""imd","1","666.545","-0.135","1.000"
"seems","5","167.550","8","#","7,781","2.108","6.740","s""imz","1","672.400","-0.216","1.000"
"seen","4","384.960","11","2.960","9,109","2.238","3.060","s""in","1","690.000","-0.197","1.000"
"seep","4","0.180","15","3.080","0","1.863","10.060","s""ip","1","814.480","0.271","1.000"
"seeped","6","0.100","3","3.000","0","1.506","10.060","s""ipt","1","743.286","0.020","0.913"
"seer","4","1.470","13","#","0","#","10.560","s""Ir","1","729.346","0.049","0.963"
"seers","5","0.250","10","#","0","#","10.560","s""Irz","1","634.000","-0.285","0.960"
"sees","4","37.240","20","#","6,792","1.942","3.060","s""iz","1","664.792","-0.229","1.000"
"seethe","6","0.100","1","2.390","0","#","13.280","s""iD","1","829.368","0.240","0.905"
"seize","5","4.820","1","3.970","301","1.885","10.150","s""iz","1","678.318","-0.192","1.000"
"seized","6","2.530","2","#","2,946","1.894","10.150","s""izd","1","694.957","-0.246","1.000"
"self","4","14.160","4","3.100","7,114","1.987","5.000","s""Elf","1","630.407","-0.411","1.000"
"self's","6","#","0","#","#","#","#","s""Elfs","1","629.556","-0.288","0.964"
"sell","4","92.250","12","3.350","6,345","1.838","7.050","s""El","1","670.520","-0.390","1.000"
"sells","5","7.120","11","#","1,484","1.698","7.050","s""Elz","1","626.852","-0.515","0.964"
"selves","6","1.220","7","#","0","1.430","5.000","s""Elvz","1","697.000","-0.098","1.000"
"sen","3","1.410","27","#","1,714","0.785","#","s""En","1","695.312","-0.185","0.640"
"send","4","179.780","13","2.700","5,989","1.924","5.680","s""End","1","604.893","-0.590","1.000"
"sends","5","11.470","8","#","3,574","1.942","5.680","s""Endz","1","593.083","-0.482","1.000"
"sense","5","131.800","3","2.610","7,661","2.041","7.320","s""Ens","1","634.321","-0.392","1.000"
"sensed","6","2.840","3","2.310","0","1.551","7.320","s""Enst","1","659.259","-0.270","1.000"
"sent","4","138.000","18","2.600","7,648","2.012","5.680","s""Ent","1","650.120","-0.275","1.000"
"Seoul","5","4.940","0","#","404","#","#","s""ol","1","705.500","0.367","0.571"
"serf","4","0.180","4","3.460","0","0.728","10.330","s""3`f","1","649.808","-0.369","0.963"
"serfs","5","0.310","1","#","0","0.672","10.330","s""3`fs","1","715.038","-0.070","1.000"
"serge","5","1.630","6","#","0","1.536","#","s""3`dZ","1","722.043","-0.171","0.821"
"serve","5","37.940","4","3.780","7,693","2.070","7.170","s""3`v","1","621.846","-0.350","0.929"
"served","6","19.750","3","#","5,959","1.987","7.170","s""3`vd","1","678.741","-0.296","0.964"
"serves","6","6.250","6","#","5,917","1.890","7.170","s""3`vz","1","683.778","-0.307","0.964"
"set","3","231.470","24","3.410","9,502","2.316","6.000","s""Et","1","694.679","-0.377","1.000"
"sets","4","14.920","18","#","7,950","2.119","6.000","s""Ets","1","616.964","-0.392","1.000"
"set's","5","#","3","#","#","#","#","s""Ets","1","603.821","-0.479","1.000"
"sew","3","5.490","20","3.930","0","1.026","6.050","s""o","1","667.957","-0.242","0.958"
"sewed","5","1.710","6","#","0","1.413","6.050","s""od","1","905.474","0.627","0.760"
"sewer","5","4.710","6","4.460","0","1.469","7.050","s""u@`","1","685.556","-0.105","1.000"
"sewers","6","1.290","3","#","0","1.466","7.050","s""u@`z","1","751.926","0.146","1.000"
"sewer's","7","#","0","#","#","#","#","s""u@`z","1","777.154","0.098","0.929"
"sewn","4","1.290","6","3.850","0","1.423","6.050","s""on","1","659.421","-0.183","0.792"
"sex","3","152.180","17","4.100","7,290","1.501","9.790","s""Eks","1","606.074","-0.505","1.000"
"sexed","5","0.120","4","2.580","0","#","9.790","s""Ekst","1","744.846","-0.117","0.963"
"shack","5","5.650","9","4.930","0","1.667","6.150","S""ak","1","617.000","-0.525","1.000"
"shacked","7","0.750","7","#","0","#","6.150","S""akt","1","694.148","-0.172","1.000"
"shacks","6","0.530","9","#","0","1.357","6.150","S""aks","1","670.345","-0.319","1.000"
"shade","5","5.960","8","3.380","1,137","1.588","6.370","S""ed","1","672.464","-0.365","1.000"
"shades","6","2.840","7","#","8","1.485","6.370","S""edz","1","619.000","-0.502","1.000"
"shaft","5","7.710","2","4.710","1,224","1.523","10.170","S""aft","1","638.963","-0.310","1.000"
"shafts","6","0.860","1","#","3","1.491","10.170","S""afts","1","678.385","-0.182","0.963"
"shag","4","1.900","12","3.150","0","1.232","10.530","S""ag","1","662.714","-0.312","1.000"
"shah","4","0.840","11","#","2,172","0.858","#","S""A","1","772.333","0.252","0.643"
"shake","5","39.630","12","4.070","333","1.879","5.260","S""ek","1","639.519","-0.386","1.000"
"shakes","6","4.940","11","#","0","1.306","5.260","S""eks","1","636.714","-0.278","1.000"
"shale","5","0.180","11","3.840","3","1.038","11.940","S""el","1","657.407","-0.302","1.000"
"shall","5","185.120","7","2.330","4,986","1.794","8.420","S""al","1","639.320","-0.339","0.862"
"sham","4","1.510","14","3.070","0","1.845","11.604","S""am","1","741.654","-0.126","0.963"
"shame","5","41.570","7","2.240","77","1.818","6.550","S""em","1","629.464","-0.372","1.000"
"shamed","6","0.860","6","2.180","0","1.658","6.550","S""emd","1","617.321","-0.300","1.000"
"shames","6","0.120","7","#","0","#","6.550","S""emz","1","660.160","-0.312","0.962"
"shams","5","0.100","8","#","0","#","11.604","S""amz","1","676.346","-0.279","1.000"
"shank","5","1.350","7","4.180","0","#","11.890","S""aNk","1","664.792","-0.237","0.960"
"shan't","6","#","0","#","#","#","#","S""ant","1","724.429","-0.104","0.875"
"shape","5","30.240","6","3.140","6,507","1.968","4.470","S""ep","1","616.929","-0.421","1.000"
"shaped","6","3.550","6","2.560","4,170","1.870","4.470","S""ept","1","653.679","-0.288","0.966"
"shapes","6","1.900","6","#","2,426","1.634","4.470","S""eps","1","669.520","-0.197","1.000"
"shard","5","0.730","7","4.210","0","#","9.900","S""Ard","1","654.652","-0.341","0.821"
"shards","6","0.370","5","#","0","1.245","9.900","S""Ardz","1","673.462","-0.331","1.000"
"share","5","69.510","16","2.960","7,980","1.977","4.840","S""Er","1","643.731","-0.416","1.000"
"shared","6","10.470","13","#","7,978","2.088","4.840","S""Erd","1","666.750","-0.275","0.960"
"shares","6","6.350","16","2.660","6,236","1.395","4.840","S""Erz","1","656.679","-0.525","1.000"
"shark","5","14.980","9","4.930","2,021","1.435","5.470","S""Ark","1","616.929","-0.453","1.000"
"sharks","6","7.350","7","#","500","1.408","5.470","S""Arks","1","609.885","-0.450","0.963"
"shark's","7","#","0","#","#","#","#","S""Arks","1","603.107","-0.534","0.966"
"sharp","5","23.780","5","3.860","6,732","2.061","6.110","S""Arp","1","589.000","-0.494","1.000"
"shave","5","13.760","10","4.230","0","1.588","5.890","S""ev","1","642.321","-0.428","1.000"
"shaved","6","4.450","10","4.300","0","1.553","5.890","S""evd","1","614.821","-0.441","1.000"
"shaw","4","10.040","13","#","5,029","1.886","#","S""O","1","715.536","-0.203","1.000"
"shawl","5","1.370","2","5.000","0","1.276","9.740","S""Ol","1","668.080","-0.370","0.926"
"shawls","6","0.160","1","#","0","1.329","9.740","S""Olz","1","715.074","-0.123","0.964"
"Shawn","5","10.940","6","#","1,251","#","#","S""On","1","607.692","-0.410","1.000"
"she","3","3,732.880","10","3.360","8,910","1.910","3.568","S""i","1","617.682","-0.468","1.000"
"Shea","4","1.630","5","#","23","#","#","S""i","1","716.850","0.056","0.800"
"sheaf","5","0.040","3","#","0","1.558","11.070","S""if","1","725.167","0.050","0.818"
"shear","5","0.410","5","3.370","20","0.861","8.670","S""Ir","1","679.077","-0.256","0.963"
"Shea's","6","#","2","#","#","#","#","S""iz","1","784.900","0.259","0.741"
"sheath","6","0.490","0","4.480","0","1.498","10.930","S""iT","1","770.524","0.194","1.000"
"sheathe","7","0.100","1","3.840","0","#","14.130","S""iD","1","824.810","0.425","0.913"
"shed","4","10.980","9","4.550","3,974","1.350","7.330","S""Ed","1","638.143","-0.359","1.000"
"she'd","5","#","2","#","#","#","#","S""id","1","668.920","-0.245","0.962"
"sheds","5","0.410","4","#","0","1.601","7.330","S""Edz","1","699.259","-0.268","1.000"
"sheen","5","0.940","4","3.640","0","1.551","10.389","S""in","1","659.053","-0.257","0.950"
"sheep","5","13.430","7","4.900","3,662","1.413","4.250","S""ip","1","625.208","-0.475","1.000"
"sheer","5","4.570","9","3.350","871","1.975","9.630","S""Ir","1","682.292","-0.299","1.000"
"sheered","7","0.060","5","3.040","0","#","#","S""Ird","1","711.179","0.024","1.000"
"sheet","5","11.610","6","4.930","3,691","1.739","5.330","S""it","1","637.304","-0.256","1.000"
"sheets","6","12.470","3","#","1,853","1.804","5.330","S""its","1","661.773","-0.201","1.000"
"sheik","5","1.510","0","4.600","0","#","12.818","S""ik","1","738.522","0.145","0.920"
"sheikh","6","0.590","0","#","23","1.118","12.818","S""ik","1","1,008.000","1.069","0.632"
"shelf","5","6.960","2","4.960","130","1.696","5.500","S""Elf","1","624.000","-0.371","1.000"
"shell","5","13.220","6","4.800","6,200","1.762","5.220","S""El","1","627.115","-0.429","1.000"
"she'll","6","#","0","#","#","#","#","S""il","1","677.231","-0.176","1.000"
"shelled","7","0.760","5","3.970","0","1.436","5.220","S""Eld","1","689.333","-0.189","1.000"
"shells","6","5.570","4","#","2,109","1.577","5.220","S""Elz","1","635.821","-0.469","1.000"
"shelve","6","0.200","0","4.410","0","#","6.380","S""Elv","1","674.222","-0.292","1.000"
"shelved","7","0.120","2","#","0","1.895","6.380","S""Elvd","1","679.500","-0.184","1.000"
"shelves","7","2.750","2","#","0","1.466","5.500","S""Elvz","1","636.231","-0.423","1.000"
"she's","5","#","3","#","#","#","#","S""iz","1","671.087","-0.268","1.000"
"shied","5","0.290","4","#","0","1.686","5.320","S""aId","1","890.455","0.809","0.440"
"shield","6","8.200","0","4.660","5,199","1.667","6.500","S""ild","1","701.519","-0.184","1.000"
"shields","7","5.140","0","#","2,433","1.383","6.500","S""ildz","1","669.000","-0.209","1.000"
"shies","5","0.040","9","#","0","#","5.320","S""aIz","1","770.840","0.092","0.926"
"shift","5","22.820","3","2.810","6,248","2.025","9.170","S""Ift","1","680.920","-0.268","1.000"
"shifts","6","5.180","6","#","2,232","1.845","9.170","S""Ifts","1","655.400","-0.321","0.926"
"shill","5","0.270","8","#","0","#","11.770","""SIl","1","752.375","0.088","0.923"
"shim","4","0.160","9","#","0","#","11.920","""SIm","1","702.478","0.063","0.958"
"shin","4","3.080","11","4.860","2","1.570","8.390","S""In","1","713.577","-0.084","1.000"
"shine","5","20.650","11","3.850","103","1.545","5.790","S""aIn","1","630.000","-0.395","1.000"
"shines","6","3.610","7","#","0","1.587","5.790","S""aInz","1","710.000","-0.215","1.000"
"ship","4","98.880","11","4.870","7,435","1.422","5.330","S""Ip","1","645.222","-0.497","1.000"
"shipped","7","4.200","7","2.620","1,502","1.599","5.330","S""Ipt","1","671.464","-0.148","1.000"
"ships","5","19.650","10","#","6,274","1.317","5.330","S""Ips","1","616.192","-0.447","1.000"
"ship's","6","#","2","#","#","#","#","S""Ips","1","657.308","-0.247","0.963"
"shire","5","0.860","8","#","10","1.415","10.920","S""aIr","1","677.625","-0.114","0.857"
"shires","6","0.080","7","#","0","1.276","10.920","S""aIrz","1","729.400","-0.019","0.926"
"shirk","5","0.250","6","#","0","#","13.000","S""3`k","1","851.100","0.369","0.833"
"shirt","5","46.370","7","4.940","841","1.416","3.530","S""3`t","1","646.704","-0.388","0.964"
"shirts","6","8.710","8","#","9","1.488","3.530","S""3`ts","1","680.000","-0.381","1.000"
"shoal","5","0.200","0","#","0","0.848","13.070","S""ol","1","692.467","-0.131","0.536"
"shoals","6","0.240","0","#","0","1.097","13.070","S""olz","1","718.714","0.027","0.750"
"shock","5","28.780","6","4.000","5,575","1.876","7.530","S""Ak","1","604.893","-0.515","1.000"
"shocked","7","11.730","5","#","2,555","1.788","#","S""Akt","1","626.889","-0.467","1.000"
"shocks","6","1.080","5","#","0","1.737","7.530","S""Aks","1","611.654","-0.544","1.000"
"shod","4","0.120","7","#","0","1.579","2.600","S""Ad","1","684.269","-0.246","0.963"
"shoe","4","30.390","7","4.970","1,746","1.633","2.600","S""u","1","656.786","-0.359","1.000"
"shoes","5","74.160","6","#","3,561","1.509","2.600","S""uz","1","691.200","-0.244","1.000"
"shone","5","0.590","6","3.140","0","1.487","5.790","S""on","1","763.417","0.036","0.960"
"shoo","4","5.240","5","#","0","#","#","S""u","1","686.615","-0.150","1.000"
"shook","5","5.940","5","3.720","0","1.376","5.260","S""Uk","1","689.240","-0.132","0.893"
"shoot","5","164.940","6","3.970","5,160","1.659","5.530","S""ut","1","668.739","-0.388","1.000"
"shop","4","53.550","12","4.310","6,771","1.661","5.780","S""Ap","1","572.964","-0.659","1.000"
"shops","5","4.490","10","#","4,085","1.680","5.780","S""Aps","1","608.577","-0.479","0.963"
"shop's","6","#","1","#","#","#","#","S""Aps","1","660.464","-0.329","1.000"
"shore","5","19.860","13","4.790","5,495","1.384","6.925","S""Or","1","642.000","-0.394","1.000"
"shores","6","2.000","11","#","675","1.533","6.925","S""Orz","1","741.000","-0.049","1.000"
"shorn","5","0.250","6","3.120","0","1.851","8.670","S""Orn","1","683.520","-0.194","1.000"
"short","5","85.630","7","3.610","9,396","2.264","4.320","S""Ort","1","641.963","-0.548","1.000"
"shorts","6","9.410","7","4.820","551","1.466","3.950","S""Orts","1","627.038","-0.450","1.000"
"shot","4","227.430","14","4.440","7,651","1.658","5.840","S""At","1","590.923","-0.581","1.000"
"shots","5","28.370","11","#","4,620","1.333","5.840","S""Ats","1","579.821","-0.555","1.000"
"should","6","1,061.940","0","1.530","8,861","2.292","8.420","S""Ud","1","698.231","-0.285","1.000"
"shout","5","16.450","8","4.170","0","1.615","4.720","S""aUt","1","637.107","-0.426","1.000"
"shouts","6","4.200","5","#","0","1.478","4.720","S""aUts","1","636.077","-0.385","1.000"
"shove","5","13.220","4","4.040","0","1.626","6.700","S""Vv","1","649.357","-0.282","1.000"
"shoved","6","3.780","6","#","0","1.351","6.700","S""Vvd","1","670.931","-0.183","1.000"
"show","4","488.350","13","3.970","9,000","2.211","6.210","S""o","1","657.423","-0.351","1.000"
"showed","6","47.550","8","#","8,145","2.156","6.210","S""od","1","637.357","-0.513","1.000"
"shower","6","41.120","2","4.890","17","1.444","4.720","S""aUr","1","609.577","-0.521","1.000"
"showered","8","1.180","0","#","0","1.612","4.720","S""aUrd","1","658.571","-0.223","1.000"
"showers","7","4.780","1","#","0","1.635","4.720","S""aUrz","1","640.667","-0.400","1.000"
"shown","5","14.180","5","2.780","8,506","2.177","6.210","S""on","1","637.519","-0.428","1.000"
"shows","5","41.510","13","#","9,063","2.101","6.210","S""oz","1","617.692","-0.501","0.963"
"shrank","6","0.370","2","2.890","0","1.477","7.060","Sr""aNk","1","663.286","-0.313","1.000"
"shred","5","2.940","3","4.380","0","1.726","9.280","Sr""Ed","1","650.250","-0.403","1.000"
"shreds","6","1.750","1","#","0","1.597","9.280","Sr""Edz","1","734.074","-0.030","1.000"
"shrew","5","0.820","4","4.070","0","1.197","11.820","Sr""u","1","726.370","-0.102","1.000"
"shrewd","6","1.410","1","1.920","0","1.832","11.370","Sr""ud","1","695.519","-0.076","1.000"
"shriek","6","0.630","1","3.970","0","1.428","8.940","Sr""ik","1","707.455","-0.014","0.846"
"shrieked","8","0.140","0","#","0","1.301","8.940","Sr""ikt","1","771.269","0.105","0.963"
"shrill","6","0.470","1","2.800","0","1.506","11.440","Sr""Il","1","703.885","-0.107","1.000"
"shrilled","8","#","2","#","0","#","#","""SrIld","1","682.080","-0.190","0.926"
"shrimp","6","8.710","1","4.800","4","0.846","7.110","Sr""Imp","1","634.481","-0.545","1.000"
"shrine","6","2.960","3","4.470","1,432","1.408","9.630","Sr""aIn","1","665.731","-0.225","1.000"
"shrines","7","0.240","4","#","3","1.060","9.630","Sr""aInz","1","691.423","-0.062","1.000"
"shrink","6","11.310","4","3.550","0","1.838","7.060","Sr""INk","1","652.577","-0.345","1.000"
"shrinks","7","1.510","2","#","0","1.656","7.060","Sr""INks","1","648.800","-0.336","1.000"
"shroud","6","1.020","0","4.340","0","1.447","11.650","Sr""aUd","1","680.769","-0.296","0.929"
"shrub","5","0.270","2","4.920","1","0.897","8.060","Sr""Vb","1","697.846","-0.269","0.963"
"shrubs","6","0.310","2","4.640","7","0.972","8.060","Sr""Vbz","1","652.444","-0.296","1.000"
"shrug","5","0.390","1","4.210","0","1.363","7.940","Sr""Vg","1","681.148","-0.249","1.000"
"shrugged","8","0.100","0","#","0","1.274","7.940","Sr""Vgd","1","683.964","-0.163","1.000"
"shrugs","6","0.120","1","#","0","0.953","7.940","Sr""Vgz","1","643.444","-0.279","0.964"
"shuck","5","0.250","5","3.090","0","#","9.760","S""Vk","1","680.667","-0.170","0.889"
"shucks","6","1.710","3","1.910","0","#","#","S""Vks","1","677.679","-0.198","1.000"
"shun","4","0.510","6","2.580","0","1.856","11.330","S""Vn","1","665.231","-0.437","0.963"
"shunned","7","0.530","3","#","0","1.859","11.330","S""Vnd","1","678.680","-0.260","1.000"
"shuns","5","0.120","4","#","0","#","11.330","S""Vnz","1","728.923","-0.078","0.963"
"shunt","5","0.940","2","3.500","0","1.182","13.530","S""Vnt","1","647.192","-0.394","1.000"
"shunts","6","#","1","#","0","#","#","S""Vnts","1","707.769","0.041","1.000"
"shush","5","2.650","2","3.520","0","#","5.753","S""US","1","732.739","0.221","0.885"
"shut","4","263.820","9","3.380","4,780","1.655","4.890","S""Vt","1","638.462","-0.375","1.000"
"shuts","5","2.590","8","#","0","1.627","4.890","S""Vts","1","673.704","-0.234","0.964"
"shy","3","18.370","12","2.520","557","1.797","5.320","S""aI","1","598.714","-0.559","1.000"
"sic","3","1.310","13","#","1,024","1.836","#","s""Ik","1","656.190","-0.127","0.808"
"sick","4","165.430","16","2.970","3,872","1.806","4.050","s""Ik","1","633.889","-0.379","0.964"
"side","4","200.920","14","3.680","8,729","2.070","4.720","s""aId","1","620.074","-0.446","0.964"
"sides","5","16.220","12","3.820","7,189","2.036","4.720","s""aIdz","1","656.000","-0.415","1.000"
"side's","6","#","0","#","#","#","#","s""aIdz","1","665.923","-0.273","1.000"
"siege","5","2.310","3","3.180","2,838","1.545","12.280","s""idZ","1","711.045","-0.169","1.000"
"sieve","5","0.530","2","4.590","0","0.986","12.360","s""Iv","1","747.579","0.140","0.792"
"sift","4","0.750","6","3.790","0","1.162","9.600","s""Ift","1","740.833","-0.043","0.828"
"sigh","4","3.390","4","3.890","0","1.397","7.390","s""aI","1","597.143","-0.503","1.000"
